yearID,lgID,teamID,franchID,name,G,W,L,R,RA,ERA,HR,RunDiff,logHR1,logERA,season_date,team_year
2010,NL,PHI,PHI,Philadelphia Phillies,162,97,65,772,640,3.67,166,132,5.117993812416755,1.541159071680806,2010-07-01,PHI_2010
2011,NL,PHI,PHI,Philadelphia Phillies,162,102,60,713,529,3.02,153,184,5.0369526024136295,1.3912819026309295,2011-07-01,PHI_2011
2012,NL,PHI,PHI,Philadelphia Phillies,162,81,81,684,680,3.83,158,4,5.0689042022202315,1.5748464676644813,2012-07-01,PHI_2012
2013,NL,PHI,PHI,Philadelphia Phillies,162,73,89,610,749,4.32,140,-139,4.948759890378168,1.6714733033535532,2013-07-01,PHI_2013
2014,NL,PHI,PHI,Philadelphia Phillies,162,73,89,619,687,3.79,125,-68,4.836281906951478,1.5665304114228238,2014-07-01,PHI_2014
2015,NL,PHI,PHI,Philadelphia Phillies,162,63,99,626,809,4.69,130,-183,4.875197323201151,1.7387102481382397,2015-07-01,PHI_2015
2016,NL,PHI,PHI,Philadelphia Phillies,162,71,91,610,796,4.63,161,-186,5.087596335232384,1.728109442151599,2016-07-01,PHI_2016
2017,NL,PHI,PHI,Philadelphia Phillies,162,66,96,690,782,4.55,174,-92,5.1647859739235145,1.713797927758343,2017-07-01,PHI_2017
2018,NL,PHI,PHI,Philadelphia Phillies,162,80,82,677,728,4.14,186,-51,5.231108616854587,1.6370530794670737,2018-07-01,PHI_2018
2019,NL,PHI,PHI,Philadelphia Phillies,162,81,81,774,794,4.53,215,-20,5.375278407684165,1.7101878155342434,2019-07-01,PHI_2019
2000,NL,PIT,PIT,Pittsburgh Pirates,162,69,93,793,888,4.94,168,-95,5.1298987149230735,1.7817091333745536,2000-07-01,PIT_2000
2001,NL,PIT,PIT,Pittsburgh Pirates,162,62,100,657,858,5.05,161,-201,5.087596335232384,1.80005827204275,2001-07-01,PIT_2001
2002,NL,PIT,PIT,Pittsburgh Pirates,161,72,89,641,730,4.23,142,-89,4.962844630259907,1.6544112780768316,2002-07-01,PIT_2002
2003,NL,PIT,PIT,Pittsburgh Pirates,162,75,87,753,801,4.64,163,-48,5.099866427824199,1.7298840655099674,2003-07-01,PIT_2003
2004,NL,PIT,PIT,Pittsburgh Pirates,161,72,89,680,744,4.29,142,-64,4.962844630259907,1.665818245870208,2004-07-01,PIT_2004
2005,NL,PIT,PIT,Pittsburgh Pirates,162,67,95,680,769,4.42,139,-89,4.941642422609304,1.6900958154515549,2005-07-01,PIT_2005
2006,NL,PIT,PIT,Pittsburgh Pirates,162,67,95,691,797,4.52,141,-106,4.955827057601261,1.7083778602890038,2006-07-01,PIT_2006
2007,NL,PIT,PIT,Pittsburgh Pirates,162,68,94,724,846,4.93,148,-122,5.003946305945459,1.780024213009634,2007-07-01,PIT_2007
2008,NL,PIT,PIT,Pittsburgh Pirates,162,67,95,735,884,5.08,153,-149,5.0369526024136295,1.8050046959780757,2008-07-01,PIT_2008
2009,NL,PIT,PIT,Pittsburgh Pirates,161,62,99,636,768,4.59,125,-132,4.836281906951478,1.7209792871670078,2009-07-01,PIT_2009
2010,NL,PIT,PIT,Pittsburgh Pirates,162,57,105,587,866,5.0,126,-279,4.844187086458591,1.791759469228055,2010-07-01,PIT_2010
2011,NL,PIT,PIT,Pittsburgh Pirates,162,72,90,610,712,4.04,107,-102,4.68213122712422,1.6174060820832772,2011-07-01,PIT_2011
2012,NL,PIT,PIT,Pittsburgh Pirates,162,79,83,651,674,3.86,170,-23,5.14166355650266,1.5810384379124023,2012-07-01,PIT_2012
2013,NL,PIT,PIT,Pittsburgh Pirates,162,94,68,634,577,3.26,161,57,5.087596335232384,1.449269160281279,2013-07-01,PIT_2013
2014,NL,PIT,PIT,Pittsburgh Pirates,162,88,74,682,631,3.47,156,51,5.056245805348308,1.4973884086254776,2014-07-01,PIT_2014
2015,NL,PIT,PIT,Pittsburgh Pirates,162,98,64,697,596,3.21,140,101,4.948759890378168,1.43746264769429,2015-07-01,PIT_2015
2016,NL,PIT,PIT,Pittsburgh Pirates,162,78,83,729,758,4.21,153,-29,5.0369526024136295,1.6505798557652755,2016-07-01,PIT_2016
2017,NL,PIT,PIT,Pittsburgh Pirates,162,75,87,668,731,4.22,151,-63,5.0238805208462765,1.6524974018945473,2017-07-01,PIT_2017
2018,NL,PIT,PIT,Pittsburgh Pirates,161,82,79,692,693,4.0,157,-1,5.062595033026967,1.6094379124341003,2018-07-01,PIT_2018
2019,NL,PIT,PIT,Pittsburgh Pirates,162,69,93,758,911,5.18,163,-153,5.099866427824199,1.8213182714695995,2019-07-01,PIT_2019
2000,NL,SDN,SDP,San Diego Padres,162,76,86,752,815,4.52,157,-63,5.062595033026967,1.7083778602890038,2000-07-01,SDN_2000
2001,NL,SDN,SDP,San Diego Padres,162,79,83,789,812,4.52,161,-23,5.087596335232384,1.7083778602890038,2001-07-01,SDN_2001
2002,NL,SDN,SDP,San Diego Padres,162,66,96,662,815,4.62,136,-153,4.919980925828125,1.7263316639055997,2002-07-01,SDN_2002
2003,NL,SDN,SDP,San Diego Padres,162,64,98,678,831,4.87,128,-153,4.859812404361672,1.7698546338400052,2003-07-01,SDN_2003
2004,NL,SDN,SDP,San Diego Padres,162,87,75,768,705,4.03,139,63,4.941642422609304,1.6154199841116479,2004-07-01,SDN_2004
2005,NL,SDN,SDP,San Diego Padres,162,82,80,684,726,4.13,130,-42,4.875197323201151,1.6351056591826783,2005-07-01,SDN_2005
2006,NL,SDN,SDP,San Diego Padres,162,88,74,731,679,3.87,161,52,5.087596335232384,1.5830939370944985,2006-07-01,SDN_2006
2007,NL,SDN,SDP,San Diego Padres,163,89,74,741,666,3.7,171,75,5.147494476813453,1.547562508716013,2007-07-01,SDN_2007
2008,NL,SDN,SDP,San Diego Padres,162,63,99,637,764,4.41,154,-127,5.043425116919247,1.6882490928583902,2008-07-01,SDN_2008
2009,NL,SDN,SDP,San Diego Padres,162,75,87,638,769,4.37,141,-131,4.955827057601261,1.6808279085207734,2009-07-01,SDN_2009
2010,NL,SDN,SDP,San Diego Padres,162,90,72,665,581,3.39,132,84,4.890349128221754,1.4793292270870801,2010-07-01,SDN_2010
2011,NL,SDN,SDP,San Diego Padres,162,71,91,593,611,3.42,91,-18,4.5217885770490405,1.4861396960896067,2011-07-01,SDN_2011
2012,NL,SDN,SDP,San Diego Padres,162,76,86,651,710,4.01,121,-59,4.804021044733257,1.6114359150967734,2012-07-01,SDN_2012
2013,NL,SDN,SDP,San Diego Padres,162,76,86,618,700,3.98,146,-82,4.990432586778736,1.6054298910365616,2013-07-01,SDN_2013
2014,NL,SDN,SDP,San Diego Padres,162,77,85,535,577,3.27,109,-42,4.700480365792417,1.451613827240533,2014-07-01,SDN_2014
2015,NL,SDN,SDP,San Diego Padres,162,74,88,650,731,4.09,148,-81,5.003946305945459,1.6272778305624314,2015-07-01,SDN_2015
2016,NL,SDN,SDP,San Diego Padres,162,68,94,686,770,4.43,177,-84,5.181783550292085,1.691939133945844,2016-07-01,SDN_2016
2017,NL,SDN,SDP,San Diego Padres,162,71,91,604,816,4.67,189,-212,5.247024072160486,1.7351891177396608,2017-07-01,SDN_2017
2018,NL,SDN,SDP,San Diego Padres,162,66,96,617,767,4.4,162,-150,5.093750200806762,1.6863989535702288,2018-07-01,SDN_2018
2019,NL,SDN,SDP,San Diego Padres,162,70,92,682,789,4.6,219,-107,5.393627546352362,1.7227665977411035,2019-07-01,SDN_2019
2000,AL,SEA,SEA,Seattle Mariners,162,91,71,907,780,4.49,198,127,5.293304824724492,1.7029282555214393,2000-07-01,SEA_2000
2001,AL,SEA,SEA,Seattle Mariners,162,116,46,927,627,3.54,169,300,5.135798437050262,1.5129270120532565,2001-07-01,SEA_2001
2002,AL,SEA,SEA,Seattle Mariners,162,93,69,814,699,4.07,152,115,5.030437921392435,1.623340817603092,2002-07-01,SEA_2002
2003,AL,SEA,SEA,Seattle Mariners,162,93,69,795,637,3.76,139,158,4.941642422609304,1.5602476682433286,2003-07-01,SEA_2003
2004,AL,SEA,SEA,Seattle Mariners,162,63,99,698,823,4.76,136,-125,4.919980925828125,1.7509374747078,2004-07-01,SEA_2004
2005,AL,SEA,SEA,Seattle Mariners,162,69,93,699,751,4.49,130,-52,4.875197323201151,1.7029282555214393,2005-07-01,SEA_2005
2006,AL,SEA,SEA,Seattle Mariners,162,78,84,756,792,4.6,172,-36,5.153291594497779,1.7227665977411035,2006-07-01,SEA_2006
2007,AL,SEA,SEA,Seattle Mariners,162,88,74,794,813,4.73,153,-19,5.0369526024136295,1.7457155307266483,2007-07-01,SEA_2007
2008,AL,SEA,SEA,Seattle Mariners,162,61,101,671,811,4.73,124,-140,4.8283137373023015,1.7457155307266483,2008-07-01,SEA_2008
2009,AL,SEA,SEA,Seattle Mariners,162,85,77,640,692,3.87,160,-52,5.081404364984463,1.5830939370944985,2009-07-01,SEA_2009
2010,AL,SEA,SEA,Seattle Mariners,162,61,101,513,698,3.93,101,-185,4.624972813284271,1.5953389880545987,2010-07-01,SEA_2010
2011,AL,SEA,SEA,Seattle Mariners,162,67,95,556,675,3.9,109,-119,4.700480365792417,1.589235205116581,2011-07-01,SEA_2011
2012,AL,SEA,SEA,Seattle Mariners,162,75,87,619,651,3.76,149,-32,5.0106352940962555,1.5602476682433286,2012-07-01,SEA_2012
2013,AL,SEA,SEA,Seattle Mariners,162,71,91,624,754,4.31,188,-130,5.241747015059643,1.6695918352538475,2013-07-01,SEA_2013
2014,AL,SEA,SEA,Seattle Mariners,162,87,75,634,554,3.17,136,80,4.919980925828125,1.4279160358107101,2014-07-01,SEA_2014
2015,AL,SEA,SEA,Seattle Mariners,162,76,86,656,726,4.16,198,-70,5.293304824724492,1.6409365794934714,2015-07-01,SEA_2015
2016,AL,SEA,SEA,Seattle Mariners,162,86,76,768,707,4.0,223,61,5.4116460518550396,1.6094379124341003,2016-07-01,SEA_2016
2017,AL,SEA,SEA,Seattle Mariners,162,78,84,750,772,4.46,200,-22,5.303304908059076,1.6974487897568136,2017-07-01,SEA_2017
2018,AL,SEA,SEA,Seattle Mariners,162,89,73,677,711,4.13,176,-34,5.176149732573829,1.6351056591826783,2018-07-01,SEA_2018
2019,AL,SEA,SEA,Seattle Mariners,162,68,94,758,893,4.99,239,-135,5.480638923341991,1.7900914121273581,2019-07-01,SEA_2019
2000,NL,SFN,SFG,San Francisco Giants,162,97,65,925,747,4.21,226,178,5.424950017481403,1.6505798557652755,2000-07-01,SFN_2000
2001,NL,SFN,SFG,San Francisco Giants,162,90,72,799,748,4.18,235,51,5.4638318050256105,1.6448050562713916,2001-07-01,SFN_2001
2002,NL,SFN,SFG,San Francisco Giants,162,95,66,783,616,3.54,198,167,5.293304824724492,1.5129270120532565,2002-07-01,SFN_2002
2003,NL,SFN,SFG,San Francisco Giants,161,100,61,755,638,3.73,180,117,5.198497031265826,1.5539252025038417,2003-07-01,SFN_2003
2004,NL,SFN,SFG,San Francisco Giants,162,91,71,850,770,4.29,183,80,5.214935757608986,1.665818245870208,2004-07-01,SFN_2004
2005,NL,SFN,SFG,San Francisco Giants,162,75,87,649,745,4.33,128,-96,4.859812404361672,1.673351238177753,2005-07-01,SFN_2005
2006,NL,SFN,SFG,San Francisco Giants,161,76,85,746,790,4.63,163,-44,5.099866427824199,1.728109442151599,2006-07-01,SFN_2006
2007,NL,SFN,SFG,San Francisco Giants,162,71,91,683,720,4.19,131,-37,4.882801922586371,1.6467336971777973,2007-07-01,SFN_2007
2008,NL,SFN,SFG,San Francisco Giants,162,72,90,640,759,4.38,94,-119,4.553876891600541,1.682688374173693,2008-07-01,SFN_2008
2009,NL,SFN,SFG,San Francisco Giants,162,88,74,657,611,3.55,122,46,4.812184355372417,1.5151272329628591,2009-07-01,SFN_2009
2010,NL,SFN,SFG,San Francisco Giants,162,92,70,697,583,3.36,162,114,5.093750200806762,1.4724720573609429,2010-07-01,SFN_2010
2011,NL,SFN,SFG,San Francisco Giants,162,86,76,570,578,3.2,121,-8,4.804021044733257,1.4350845252893227,2011-07-01,SFN_2011
2012,NL,SFN,SFG,San Francisco Giants,162,94,68,718,649,3.68,103,69,4.6443908991413725,1.5432981099295553,2012-07-01,SFN_2012
2013,NL,SFN,SFG,San Francisco Giants,162,76,86,629,691,4.0,107,-62,4.68213122712422,1.6094379124341003,2013-07-01,SFN_2013
2014,NL,SFN,SFG,San Francisco Giants,162,88,74,665,614,3.5,132,51,4.890349128221754,1.5040773967762742,2014-07-01,SFN_2014
2015,NL,SFN,SFG,San Francisco Giants,162,84,78,696,627,3.72,136,69,4.919980925828125,1.551808799597464,2015-07-01,SFN_2015
2016,NL,SFN,SFG,San Francisco Giants,162,87,75,715,631,3.65,130,84,4.875197323201151,1.536867219599265,2016-07-01,SFN_2016
2017,NL,SFN,SFG,San Francisco Giants,162,64,98,639,776,4.5,128,-137,4.859812404361672,1.7047480922384253,2017-07-01,SFN_2017
2018,NL,SFN,SFG,San Francisco Giants,162,73,89,603,699,3.95,133,-96,4.897839799950911,1.599387576580599,2018-07-01,SFN_2018
2019,NL,SFN,SFG,San Francisco Giants,162,77,85,678,773,4.38,167,-95,5.123963979403259,1.682688374173693,2019-07-01,SFN_2019
2000,NL,SLN,STL,St. Louis Cardinals,162,95,67,887,771,4.38,235,116,5.4638318050256105,1.682688374173693,2000-07-01,SLN_2000
2001,NL,SLN,STL,St. Louis Cardinals,162,93,69,814,684,3.93,199,130,5.298317366548036,1.5953389880545987,2001-07-01,SLN_2001
2002,NL,SLN,STL,St. Louis Cardinals,162,97,65,787,648,3.7,175,139,5.170483995038151,1.547562508716013,2002-07-01,SLN_2002
2003,NL,SLN,STL,St. Louis Cardinals,162,85,77,876,796,4.6,196,80,5.2832037287379885,1.7227665977411035,2003-07-01,SLN_2003
2004,NL,SLN,STL,St. Louis Cardinals,162,105,57,855,659,3.75,214,196,5.3706380281276624,1.55814461804655,2004-07-01,SLN_2004
2005,NL,SLN,STL,St. Louis Cardinals,162,100,62,805,634,3.49,170,171,5.14166355650266,1.501852701754163,2005-07-01,SLN_2005
2006,NL,SLN,STL,St. Louis Cardinals,161,83,78,781,762,4.54,184,19,5.220355825078324,1.7119945007591924,2006-07-01,SLN_2006
2007,NL,SLN,STL,St. Louis Cardinals,162,78,84,725,829,4.65,141,-104,4.955827057601261,1.7316555451583497,2007-07-01,SLN_2007
2008,NL,SLN,STL,St. Louis Cardinals,162,86,76,779,725,4.19,174,54,5.1647859739235145,1.6467336971777973,2008-07-01,SLN_2008
2009,NL,SLN,STL,St. Louis Cardinals,162,91,71,730,640,3.66,160,90,5.081404364984463,1.5390154481375546,2009-07-01,SLN_2009
2010,NL,SLN,STL,St. Louis Cardinals,162,86,76,736,641,3.57,150,95,5.017279836814924,1.5195132049061133,2010-07-01,SLN_2010
2011,NL,SLN,STL,St. Louis Cardinals,162,90,72,762,692,3.74,162,70,5.093750200806762,1.556037135706985,2011-07-01,SLN_2011
2012,NL,SLN,STL,St. Louis Cardinals,162,88,74,765,648,3.71,159,117,5.075173815233827,1.5496879080283263,2012-07-01,SLN_2012
2013,NL,SLN,STL,St. Louis Cardinals,162,97,65,783,596,3.42,125,187,4.836281906951478,1.4861396960896067,2013-07-01,SLN_2013
2014,NL,SLN,STL,St. Louis Cardinals,162,90,72,619,603,3.5,105,16,4.663439094112067,1.5040773967762742,2014-07-01,SLN_2014
2015,NL,SLN,STL,St. Louis Cardinals,162,100,62,647,525,2.94,137,122,4.927253685157205,1.3711807233098425,2015-07-01,SLN_2015
2016,NL,SLN,STL,St. Louis Cardinals,162,86,76,779,712,4.08,225,67,5.420534999272286,1.6253112615903906,2016-07-01,SLN_2016
2017,NL,SLN,STL,St. Louis Cardinals,162,83,79,761,705,4.01,196,56,5.2832037287379885,1.6114359150967734,2017-07-01,SLN_2017
2018,NL,SLN,STL,St. Louis Cardinals,162,88,74,759,691,3.85,205,68,5.327876168789581,1.5789787049493917,2018-07-01,SLN_2018
2019,NL,SLN,STL,St. Louis Cardinals,162,91,71,764,662,3.8,210,102,5.351858133476067,1.5686159179138452,2019-07-01,SLN_2019
2000,AL,TBA,TBD,Tampa Bay Devil Rays,161,69,92,733,842,4.86,162,-109,5.093750200806762,1.7681496035889213,2000-07-01,TBA_2000
2001,AL,TBA,TBD,Tampa Bay Devil Rays,162,62,100,672,887,4.94,121,-215,4.804021044733257,1.7817091333745536,2001-07-01,TBA_2001
2002,AL,TBA,TBD,Tampa Bay Devil Rays,161,55,106,673,918,5.29,133,-245,4.897839799950911,1.8389610707123492,2002-07-01,TBA_2002
2003,AL,TBA,TBD,Tampa Bay Devil Rays,162,63,99,715,852,4.93,137,-137,4.927253685157205,1.780024213009634,2003-07-01,TBA_2003
2004,AL,TBA,TBD,Tampa Bay Devil Rays,161,70,91,714,842,4.81,145,-128,4.983606621708336,1.7595805708638197,2004-07-01,TBA_2004
2005,AL,TBA,TBD,Tampa Bay Devil Rays,162,67,95,750,936,5.39,157,-186,5.062595033026967,1.8547342683894434,2005-07-01,TBA_2005
2006,AL,TBA,TBD,Tampa Bay Devil Rays,162,61,101,689,856,4.96,190,-167,5.25227342804663,1.7850704810772584,2006-07-01,TBA_2006
2007,AL,TBA,TBD,Tampa Bay Devil Rays,162,66,96,782,944,5.53,187,-162,5.236441962829949,1.8764069432883397,2007-07-01,TBA_2007
2008,AL,TBA,TBD,Tampa Bay Rays,162,97,65,774,671,3.82,180,103,5.198497031265826,1.572773928062509,2008-07-01,TBA_2008
2009,AL,TBA,TBD,Tampa Bay Rays,162,84,78,803,754,4.33,199,49,5.298317366548036,1.673351238177753,2009-07-01,TBA_2009
2010,AL,TBA,TBD,Tampa Bay Rays,162,96,66,802,649,3.78,160,153,5.081404364984463,1.5644405465033644,2010-07-01,TBA_2010
2011,AL,TBA,TBD,Tampa Bay Rays,162,91,71,707,614,3.58,172,93,5.153291594497779,1.5216989981260935,2011-07-01,TBA_2011
2012,AL,TBA,TBD,Tampa Bay Rays,162,90,72,697,577,3.19,175,120,5.170483995038151,1.4327007339340463,2012-07-01,TBA_2012
2013,AL,TBA,TBD,Tampa Bay Rays,163,92,71,700,646,3.74,165,54,5.111987788356544,1.556037135706985,2013-07-01,TBA_2013
2014,AL,TBA,TBD,Tampa Bay Rays,162,77,85,612,625,3.56,117,-13,4.770684624465665,1.5173226235262949,2014-07-01,TBA_2014
2015,AL,TBA,TBD,Tampa Bay Rays,162,80,82,644,642,3.74,167,2,5.123963979403259,1.556037135706985,2015-07-01,TBA_2015
2016,AL,TBA,TBD,Tampa Bay Rays,162,68,94,672,713,4.2,216,-41,5.37989735354046,1.6486586255873816,2016-07-01,TBA_2016
2017,AL,TBA,TBD,Tampa Bay Rays,162,80,82,694,704,3.97,228,-10,5.43372200355424,1.6034198401085376,2017-07-01,TBA_2017
2018,AL,TBA,TBD,Tampa Bay Rays,162,90,72,716,646,3.74,150,70,5.017279836814924,1.556037135706985,2018-07-01,TBA_2018
2019,AL,TBA,TBD,Tampa Bay Rays,162,96,66,769,656,3.65,217,113,5.384495062789089,1.536867219599265,2019-07-01,TBA_2019
2000,AL,TEX,TEX,Texas Rangers,162,71,91,848,974,5.52,173,-126,5.159055299214529,1.8748743759385615,2000-07-01,TEX_2000
2001,AL,TEX,TEX,Texas Rangers,162,73,89,890,968,5.71,246,-78,5.5093883366279774,1.9035989509835904,2001-07-01,TEX_2001
2002,AL,TEX,TEX,Texas Rangers,162,72,90,843,882,5.15,230,-39,5.442417710521793,1.8164520818184267,2002-07-01,TEX_2002
2003,AL,TEX,TEX,Texas Rangers,162,71,91,826,969,5.67,239,-143,5.480638923341991,1.8976198599275322,2003-07-01,TEX_2003
2004,AL,TEX,TEX,Texas Rangers,162,89,73,860,794,4.53,227,66,5.429345628954441,1.7101878155342434,2004-07-01,TEX_2004
2005,AL,TEX,TEX,Texas Rangers,162,79,83,865,858,4.96,260,7,5.564520407322694,1.7850704810772584,2005-07-01,TEX_2005
2006,AL,TEX,TEX,Texas Rangers,162,80,82,835,784,4.6,183,51,5.214935757608986,1.7227665977411035,2006-07-01,TEX_2006
2007,AL,TEX,TEX,Texas Rangers,162,75,87,816,844,4.75,179,-28,5.19295685089021,1.749199854809259,2007-07-01,TEX_2007
2008,AL,TEX,TEX,Texas Rangers,162,79,83,901,967,5.37,194,-66,5.272999558563747,1.851599469584072,2008-07-01,TEX_2008
2009,AL,TEX,TEX,Texas Rangers,162,87,75,784,740,4.38,224,44,5.41610040220442,1.682688374173693,2009-07-01,TEX_2009
2010,AL,TEX,TEX,Texas Rangers,162,90,72,787,687,3.93,162,100,5.093750200806762,1.5953389880545987,2010-07-01,TEX_2010
2011,AL,TEX,TEX,Texas Rangers,162,96,66,855,677,3.79,210,178,5.351858133476067,1.5665304114228238,2011-07-01,TEX_2011
2012,AL,TEX,TEX,Texas Rangers,162,93,69,808,707,3.99,200,101,5.303304908059076,1.6074359097634274,2012-07-01,TEX_2012
2013,AL,TEX,TEX,Texas Rangers,163,91,72,730,636,3.62,176,94,5.176149732573829,1.5303947050936475,2013-07-01,TEX_2013
2014,AL,TEX,TEX,Texas Rangers,162,67,95,637,773,4.49,111,-136,4.718498871295094,1.7029282555214393,2014-07-01,TEX_2014
2015,AL,TEX,TEX,Texas Rangers,162,88,74,751,733,4.24,172,18,5.153291594497779,1.6563214983329508,2015-07-01,TEX_2015
2016,AL,TEX,TEX,Texas Rangers,162,95,67,765,757,4.37,215,8,5.375278407684165,1.6808279085207734,2016-07-01,TEX_2016
2017,AL,TEX,TEX,Texas Rangers,162,78,84,799,816,4.66,237,-17,5.472270673671475,1.7334238922150915,2017-07-01,TEX_2017
2018,AL,TEX,TEX,Texas Rangers,162,67,95,737,848,4.92,194,-111,5.272999558563747,1.7783364488959144,2018-07-01,TEX_2018
2019,AL,TEX,TEX,Texas Rangers,162,78,84,810,878,5.06,223,-68,5.4116460518550396,1.801709800081223,2019-07-01,TEX_2019
2000,AL,TOR,TOR,Toronto Blue Jays,162,83,79,861,908,5.14,244,-47,5.501258210544727,1.814824742159051,2000-07-01,TOR_2000
2001,AL,TOR,TOR,Toronto Blue Jays,162,80,82,767,753,4.28,195,14,5.278114659230517,1.6639260977181702,2001-07-01,TOR_2001
2002,AL,TOR,TOR,Toronto Blue Jays,162,78,84,813,828,4.8,187,-15,5.236441962829949,1.7578579175523736,2002-07-01,TOR_2002
2003,AL,TOR,TOR,Toronto Blue Jays,162,86,76,894,826,4.69,190,68,5.25227342804663,1.7387102481382397,2003-07-01,TOR_2003
2004,AL,TOR,TOR,Toronto Blue Jays,161,67,94,719,823,4.91,145,-104,4.983606621708336,1.776645831418007,2004-07-01,TOR_2004
2005,AL,TOR,TOR,Toronto Blue Jays,162,80,82,775,705,4.06,136,70,4.919980925828125,1.6213664832993742,2005-07-01,TOR_2005
2006,AL,TOR,TOR,Toronto Blue Jays,162,87,75,809,754,4.37,199,55,5.298317366548036,1.6808279085207734,2006-07-01,TOR_2006
2007,AL,TOR,TOR,Toronto Blue Jays,162,83,79,753,699,4.0,165,54,5.111987788356544,1.6094379124341003,2007-07-01,TOR_2007
2008,AL,TOR,TOR,Toronto Blue Jays,162,86,76,714,610,3.49,126,104,4.844187086458591,1.501852701754163,2008-07-01,TOR_2008
2009,AL,TOR,TOR,Toronto Blue Jays,162,75,87,798,771,4.47,209,27,5.3471075307174685,1.6992786164338898,2009-07-01,TOR_2009
2010,AL,TOR,TOR,Toronto Blue Jays,162,85,77,755,728,4.22,257,27,5.552959584921617,1.6524974018945473,2010-07-01,TOR_2010
2011,AL,TOR,TOR,Toronto Blue Jays,162,81,81,743,761,4.32,186,-18,5.231108616854587,1.6714733033535532,2011-07-01,TOR_2011
2012,AL,TOR,TOR,Toronto Blue Jays,162,73,89,716,784,4.64,198,-68,5.293304824724492,1.7298840655099674,2012-07-01,TOR_2012
2013,AL,TOR,TOR,Toronto Blue Jays,162,74,88,712,756,4.25,185,-44,5.225746673713202,1.6582280766035324,2013-07-01,TOR_2013
2014,AL,TOR,TOR,Toronto Blue Jays,162,83,79,723,686,4.0,177,37,5.181783550292085,1.6094379124341003,2014-07-01,TOR_2014
2015,AL,TOR,TOR,Toronto Blue Jays,162,93,69,891,670,3.8,232,221,5.4510384535657,1.5686159179138452,2015-07-01,TOR_2015
2016,AL,TOR,TOR,Toronto Blue Jays,162,89,73,759,666,3.78,221,93,5.402677381872279,1.5644405465033644,2016-07-01,TOR_2016
2017,AL,TOR,TOR,Toronto Blue Jays,162,76,86,693,784,4.42,222,-91,5.407171771460119,1.6900958154515549,2017-07-01,TOR_2017
2018,AL,TOR,TOR,Toronto Blue Jays,162,73,89,709,832,4.85,217,-123,5.384495062789089,1.766441661243765,2018-07-01,TOR_2018
2019,AL,TOR,TOR,Toronto Blue Jays,162,67,95,726,828,4.79,247,-102,5.5134287461649825,1.7561322915849038,2019-07-01,TOR_2019
2000,NL,MON,WSN,Montreal Expos,162,67,95,738,902,5.13,178,-164,5.187385805840755,1.81319474994812,2000-07-01,MON_2000
2001,NL,MON,WSN,Montreal Expos,162,68,94,670,812,4.68,131,-142,4.882801922586371,1.7369512327330598,2001-07-01,MON_2001
2002,NL,MON,WSN,Montreal Expos,162,83,79,735,718,3.97,162,17,5.093750200806762,1.6034198401085376,2002-07-01,MON_2002
2003,NL,MON,WSN,Montreal Expos,162,83,79,711,716,4.01,144,-5,4.976733742420574,1.6114359150967734,2003-07-01,MON_2003
2004,NL,MON,WSN,Montreal Expos,162,67,95,635,769,4.33,151,-134,5.0238805208462765,1.673351238177753,2004-07-01,MON_2004
2005,NL,WAS,WSN,Washington Nationals,162,81,81,639,673,3.87,117,-34,4.770684624465665,1.5830939370944985,2005-07-01,WAS_2005
2006,NL,WAS,WSN,Washington Nationals,162,71,91,746,872,5.03,164,-126,5.10594547390058,1.7967470107390942,2006-07-01,WAS_2006
2007,NL,WAS,WSN,Washington Nationals,162,73,89,673,783,4.58,123,-110,4.820281565605037,1.7191887763932197,2007-07-01,WAS_2007
2008,NL,WAS,WSN,Washington Nationals,161,59,102,641,825,4.66,117,-184,4.770684624465665,1.7334238922150915,2008-07-01,WAS_2008
2009,NL,WAS,WSN,Washington Nationals,162,59,103,710,874,5.0,156,-164,5.056245805348308,1.791759469228055,2009-07-01,WAS_2009
2010,NL,WAS,WSN,Washington Nationals,162,69,93,655,742,4.13,149,-87,5.0106352940962555,1.6351056591826783,2010-07-01,WAS_2010
2011,NL,WAS,WSN,Washington Nationals,161,80,81,624,643,3.58,154,-19,5.043425116919247,1.5216989981260935,2011-07-01,WAS_2011
2012,NL,WAS,WSN,Washington Nationals,162,98,64,731,594,3.33,194,137,5.272999558563747,1.4655675420143985,2012-07-01,WAS_2012
2013,NL,WAS,WSN,Washington Nationals,162,86,76,656,626,3.59,161,30,5.087596335232384,1.5238800240724537,2013-07-01,WAS_2013
2014,NL,WAS,WSN,Washington Nationals,162,96,66,686,555,3.03,152,131,5.030437921392435,1.3937663759585914,2014-07-01,WAS_2014
2015,NL,WAS,WSN,Washington Nationals,162,83,79,703,635,3.62,177,68,5.181783550292085,1.5303947050936475,2015-07-01,WAS_2015
2016,NL,WAS,WSN,Washington Nationals,162,95,67,763,612,3.51,203,151,5.318119993844216,1.506297153514587,2016-07-01,WAS_2016
2017,NL,WAS,WSN,Washington Nationals,162,97,65,819,672,3.88,215,147,5.375278407684165,1.5851452198650557,2017-07-01,WAS_2017
2018,NL,WAS,WSN,Washington Nationals,162,82,80,771,682,4.04,191,89,5.2574953720277815,1.6174060820832772,2018-07-01,WAS_2018
2019,NL,WAS,WSN,Washington Nationals,162,93,69,873,724,4.27,231,149,5.44673737166631,1.6620303625532709,2019-07-01,WAS_2019
