yearID,lgID,teamID,franchID,name,G,W,L,R,RA,ERA,HR,RunDiff,logHR1,logERA,season_date,team_year
2017,AL,DET,DET,Detroit Tigers,162,64,98,735,894,5.36,187,-159,5.236441962829949,1.8500283773520307,2017-07-01,DET_2017
2018,AL,DET,DET,Detroit Tigers,162,64,98,630,796,4.58,135,-166,4.912654885736052,1.7191887763932197,2018-07-01,DET_2018
2019,AL,DET,DET,Detroit Tigers,161,47,114,582,915,5.24,149,-333,5.0106352940962555,1.8309801823813363,2019-07-01,DET_2019
2000,NL,FLO,FLA,Florida Marlins,161,79,82,731,797,4.59,160,-66,5.081404364984463,1.7209792871670078,2000-07-01,FLO_2000
2001,NL,FLO,FLA,Florida Marlins,162,76,86,742,744,4.32,166,-2,5.117993812416755,1.6714733033535532,2001-07-01,FLO_2001
2002,NL,FLO,FLA,Florida Marlins,162,79,83,699,763,4.36,146,-64,4.990432586778736,1.6789639750827108,2002-07-01,FLO_2002
2003,NL,FLO,FLA,Florida Marlins,162,91,71,751,692,4.04,157,59,5.062595033026967,1.6174060820832772,2003-07-01,FLO_2003
2004,NL,FLO,FLA,Florida Marlins,162,83,79,718,700,4.1,148,18,5.003946305945459,1.62924053973028,2004-07-01,FLO_2004
2005,NL,FLO,FLA,Florida Marlins,162,83,79,717,732,4.16,128,-15,4.859812404361672,1.6409365794934714,2005-07-01,FLO_2005
2006,NL,FLO,FLA,Florida Marlins,162,78,84,758,772,4.37,182,-14,5.209486152841421,1.6808279085207734,2006-07-01,FLO_2006
2007,NL,FLO,FLA,Florida Marlins,162,71,91,790,891,4.94,201,-101,5.308267697401205,1.7817091333745536,2007-07-01,FLO_2007
2008,NL,FLO,FLA,Florida Marlins,161,84,77,770,767,4.43,208,3,5.342334251964811,1.691939133945844,2008-07-01,FLO_2008
2009,NL,FLO,FLA,Florida Marlins,162,87,75,772,766,4.29,159,6,5.075173815233827,1.665818245870208,2009-07-01,FLO_2009
2010,NL,FLO,FLA,Florida Marlins,162,80,82,719,717,4.08,152,2,5.030437921392435,1.6253112615903906,2010-07-01,FLO_2010
2011,NL,FLO,FLA,Florida Marlins,162,72,90,625,702,3.95,149,-77,5.0106352940962555,1.599387576580599,2011-07-01,FLO_2011
2012,NL,MIA,FLA,Miami Marlins,162,69,93,609,724,4.09,137,-115,4.927253685157205,1.6272778305624314,2012-07-01,MIA_2012
2013,NL,MIA,FLA,Miami Marlins,162,62,100,513,646,3.71,95,-133,4.564348191467836,1.5496879080283263,2013-07-01,MIA_2013
2014,NL,MIA,FLA,Miami Marlins,162,77,85,645,674,3.78,122,-29,4.812184355372417,1.5644405465033644,2014-07-01,MIA_2014
2015,NL,MIA,FLA,Miami Marlins,162,71,91,613,678,4.02,120,-65,4.795790545596741,1.6134299337036377,2015-07-01,MIA_2015
2016,NL,MIA,FLA,Miami Marlins,161,79,82,655,682,4.05,128,-27,4.859812404361672,1.6193882432872684,2016-07-01,MIA_2016
2017,NL,MIA,FLA,Miami Marlins,162,77,85,778,822,4.82,194,-44,5.272999558563747,1.7613002617433464,2017-07-01,MIA_2017
2018,NL,MIA,FLA,Miami Marlins,161,63,98,589,809,4.76,128,-220,4.859812404361672,1.7509374747078,2018-07-01,MIA_2018
2019,NL,MIA,FLA,Miami Marlins,162,57,105,615,808,4.74,146,-193,4.990432586778736,1.747459210331475,2019-07-01,MIA_2019
2000,NL,HOU,HOU,Houston Astros,162,72,90,938,944,5.42,249,-6,5.521460917862246,1.8594181177018698,2000-07-01,HOU_2000
2001,NL,HOU,HOU,Houston Astros,162,93,69,847,769,4.37,208,78,5.342334251964811,1.6808279085207734,2001-07-01,HOU_2001
2002,NL,HOU,HOU,Houston Astros,162,84,78,749,695,4.0,167,54,5.123963979403259,1.6094379124341003,2002-07-01,HOU_2002
2003,NL,HOU,HOU,Houston Astros,162,87,75,805,677,3.86,191,128,5.2574953720277815,1.5810384379124023,2003-07-01,HOU_2003
2004,NL,HOU,HOU,Houston Astros,162,92,70,803,698,4.05,187,105,5.236441962829949,1.6193882432872684,2004-07-01,HOU_2004
2005,NL,HOU,HOU,Houston Astros,163,89,73,693,609,3.51,161,84,5.087596335232384,1.506297153514587,2005-07-01,HOU_2005
2006,NL,HOU,HOU,Houston Astros,162,82,80,735,719,4.08,174,16,5.1647859739235145,1.6253112615903906,2006-07-01,HOU_2006
2007,NL,HOU,HOU,Houston Astros,162,73,89,723,813,4.68,167,-90,5.123963979403259,1.7369512327330598,2007-07-01,HOU_2007
2008,NL,HOU,HOU,Houston Astros,161,86,75,712,743,4.36,167,-31,5.123963979403259,1.6789639750827108,2008-07-01,HOU_2008
2009,NL,HOU,HOU,Houston Astros,162,74,88,643,770,4.54,142,-127,4.962844630259907,1.7119945007591924,2009-07-01,HOU_2009
2010,NL,HOU,HOU,Houston Astros,162,76,86,611,729,4.09,108,-118,4.6913478822291435,1.6272778305624314,2010-07-01,HOU_2010
2011,NL,HOU,HOU,Houston Astros,162,56,106,615,796,4.51,95,-181,4.564348191467836,1.706564623164823,2011-07-01,HOU_2011
2012,NL,HOU,HOU,Houston Astros,162,55,107,583,794,4.56,146,-211,4.990432586778736,1.715598108262491,2012-07-01,HOU_2012
2013,AL,HOU,HOU,Houston Astros,162,51,111,610,848,4.79,148,-238,5.003946305945459,1.7561322915849038,2013-07-01,HOU_2013
2014,AL,HOU,HOU,Houston Astros,162,70,92,629,723,4.11,163,-94,5.099866427824199,1.631199404215613,2014-07-01,HOU_2014
2015,AL,HOU,HOU,Houston Astros,162,86,76,729,618,3.57,230,111,5.442417710521793,1.5195132049061133,2015-07-01,HOU_2015
2016,AL,HOU,HOU,Houston Astros,162,84,78,724,701,4.06,198,23,5.293304824724492,1.6213664832993742,2016-07-01,HOU_2016
2017,AL,HOU,HOU,Houston Astros,162,101,61,896,700,4.12,238,196,5.476463551931511,1.6331544390514163,2017-07-01,HOU_2017
2018,AL,HOU,HOU,Houston Astros,162,103,59,797,534,3.11,205,263,5.327876168789581,1.413423028508143,2018-07-01,HOU_2018
2019,AL,HOU,HOU,Houston Astros,162,107,55,920,640,3.66,288,280,5.666426688112432,1.5390154481375546,2019-07-01,HOU_2019
2000,AL,KCA,KCR,Kansas City Royals,162,77,85,879,930,5.48,150,-51,5.017279836814924,1.8687205103641833,2000-07-01,KCA_2000
2001,AL,KCA,KCR,Kansas City Royals,162,65,97,729,858,4.87,152,-129,5.030437921392435,1.7698546338400052,2001-07-01,KCA_2001
2002,AL,KCA,KCR,Kansas City Royals,162,62,100,737,891,5.21,140,-154,4.948759890378168,1.8261608959453874,2002-07-01,KCA_2002
2003,AL,KCA,KCR,Kansas City Royals,162,83,79,836,867,5.05,162,-31,5.093750200806762,1.80005827204275,2003-07-01,KCA_2003
2004,AL,KCA,KCR,Kansas City Royals,162,58,104,720,905,5.15,150,-185,5.017279836814924,1.8164520818184267,2004-07-01,KCA_2004
2005,AL,KCA,KCR,Kansas City Royals,162,56,106,701,935,5.49,126,-234,4.844187086458591,1.8702625307159986,2005-07-01,KCA_2005
2006,AL,KCA,KCR,Kansas City Royals,162,62,100,757,971,5.65,124,-214,4.8283137373023015,1.8946168546677629,2006-07-01,KCA_2006
2007,AL,KCA,KCR,Kansas City Royals,162,69,93,706,778,4.48,102,-72,4.634728988229636,1.7011051009599243,2007-07-01,KCA_2007
2008,AL,KCA,KCR,Kansas City Royals,162,75,87,691,781,4.48,120,-90,4.795790545596741,1.7011051009599243,2008-07-01,KCA_2008
2009,AL,KCA,KCR,Kansas City Royals,162,65,97,686,842,4.83,144,-156,4.976733742420574,1.763017000362401,2009-07-01,KCA_2009
2010,AL,KCA,KCR,Kansas City Royals,162,67,95,676,845,4.97,121,-169,4.804021044733257,1.7867469274045107,2010-07-01,KCA_2010
2011,AL,KCA,KCR,Kansas City Royals,162,71,91,730,762,4.44,129,-32,4.867534450455582,1.6937790608678513,2011-07-01,KCA_2011
2012,AL,KCA,KCR,Kansas City Royals,162,72,90,676,746,4.3,131,-70,4.882801922586371,1.667706820558076,2012-07-01,KCA_2012
2013,AL,KCA,KCR,Kansas City Royals,162,86,76,648,601,3.45,112,47,4.727387818712341,1.4929040961781488,2013-07-01,KCA_2013
2014,AL,KCA,KCR,Kansas City Royals,162,89,73,651,624,3.51,95,27,4.564348191467836,1.506297153514587,2014-07-01,KCA_2014
2015,AL,KCA,KCR,Kansas City Royals,162,95,67,724,641,3.73,139,83,4.941642422609304,1.5539252025038417,2015-07-01,KCA_2015
2016,AL,KCA,KCR,Kansas City Royals,162,81,81,675,712,4.21,147,-37,4.997212273764115,1.6505798557652755,2016-07-01,KCA_2016
2017,AL,KCA,KCR,Kansas City Royals,162,80,82,702,791,4.61,193,-89,5.267858159063328,1.724550719534605,2017-07-01,KCA_2017
2018,AL,KCA,KCR,Kansas City Royals,162,58,104,638,833,4.94,155,-195,5.049856007249537,1.7817091333745536,2018-07-01,KCA_2018
2019,AL,KCA,KCR,Kansas City Royals,162,59,103,691,869,5.2,162,-178,5.093750200806762,1.824549292051046,2019-07-01,KCA_2019
2000,NL,LAN,LAD,Los Angeles Dodgers,162,86,76,798,729,4.1,211,69,5.356586274672012,1.62924053973028,2000-07-01,LAN_2000
2001,NL,LAN,LAD,Los Angeles Dodgers,162,86,76,758,744,4.25,206,14,5.332718793265369,1.6582280766035324,2001-07-01,LAN_2001
2002,NL,LAN,LAD,Los Angeles Dodgers,162,92,70,713,643,3.69,155,70,5.049856007249537,1.5454325824581878,2002-07-01,LAN_2002
2003,NL,LAN,LAD,Los Angeles Dodgers,162,85,77,574,556,3.16,124,18,4.8283137373023015,1.425515074273172,2003-07-01,LAN_2003
2004,NL,LAN,LAD,Los Angeles Dodgers,162,93,69,761,684,4.01,203,77,5.318119993844216,1.6114359150967734,2004-07-01,LAN_2004
2005,NL,LAN,LAD,Los Angeles Dodgers,162,71,91,685,755,4.38,149,-70,5.0106352940962555,1.682688374173693,2005-07-01,LAN_2005
2006,NL,LAN,LAD,Los Angeles Dodgers,162,88,74,820,751,4.23,153,69,5.0369526024136295,1.6544112780768316,2006-07-01,LAN_2006
2007,NL,LAN,LAD,Los Angeles Dodgers,162,82,80,735,727,4.2,129,8,4.867534450455582,1.6486586255873816,2007-07-01,LAN_2007
2008,NL,LAN,LAD,Los Angeles Dodgers,162,84,78,700,648,3.68,137,52,4.927253685157205,1.5432981099295553,2008-07-01,LAN_2008
2009,NL,LAN,LAD,Los Angeles Dodgers,162,95,67,780,611,3.41,145,169,4.983606621708336,1.4838746894587547,2009-07-01,LAN_2009
2010,NL,LAN,LAD,Los Angeles Dodgers,162,80,82,667,692,4.01,120,-25,4.795790545596741,1.6114359150967734,2010-07-01,LAN_2010
2011,NL,LAN,LAD,Los Angeles Dodgers,161,82,79,644,612,3.54,117,32,4.770684624465665,1.5129270120532565,2011-07-01,LAN_2011
2012,NL,LAN,LAD,Los Angeles Dodgers,162,86,76,637,597,3.34,116,40,4.762173934797756,1.4678743481123135,2012-07-01,LAN_2012
2013,NL,LAN,LAD,Los Angeles Dodgers,162,92,70,649,582,3.25,138,67,4.9344739331306915,1.4469189829363254,2013-07-01,LAN_2013
2014,NL,LAN,LAD,Los Angeles Dodgers,162,94,68,718,617,3.4,134,101,4.90527477843843,1.4816045409242156,2014-07-01,LAN_2014
2015,NL,LAN,LAD,Los Angeles Dodgers,162,92,70,667,595,3.44,187,72,5.236441962829949,1.4906543764441333,2015-07-01,LAN_2015
2016,NL,LAN,LAD,Los Angeles Dodgers,162,91,71,725,638,3.7,189,87,5.247024072160486,1.547562508716013,2016-07-01,LAN_2016
2017,NL,LAN,LAD,Los Angeles Dodgers,162,104,58,770,580,3.38,221,190,5.402677381872279,1.4770487243883548,2017-07-01,LAN_2017
2018,NL,LAN,LAD,Los Angeles Dodgers,163,92,71,804,610,3.38,235,194,5.4638318050256105,1.4770487243883548,2018-07-01,LAN_2018
2019,NL,LAN,LAD,Los Angeles Dodgers,162,106,56,886,613,3.37,279,273,5.634789603169249,1.4747630091074988,2019-07-01,LAN_2019
2000,NL,MIL,MIL,Milwaukee Brewers,163,73,89,740,826,4.63,177,-86,5.181783550292085,1.728109442151599,2000-07-01,MIL_2000
2001,NL,MIL,MIL,Milwaukee Brewers,162,68,94,740,806,4.64,209,-66,5.3471075307174685,1.7298840655099674,2001-07-01,MIL_2001
2002,NL,MIL,MIL,Milwaukee Brewers,162,56,106,627,821,4.73,139,-194,4.941642422609304,1.7457155307266483,2002-07-01,MIL_2002
2003,NL,MIL,MIL,Milwaukee Brewers,162,68,94,714,873,5.02,196,-159,5.2832037287379885,1.7950872593207297,2003-07-01,MIL_2003
2004,NL,MIL,MIL,Milwaukee Brewers,161,67,94,634,757,4.24,135,-123,4.912654885736052,1.6563214983329508,2004-07-01,MIL_2004
2005,NL,MIL,MIL,Milwaukee Brewers,162,81,81,726,697,3.97,175,29,5.170483995038151,1.6034198401085376,2005-07-01,MIL_2005
2006,NL,MIL,MIL,Milwaukee Brewers,162,75,87,730,833,4.82,180,-103,5.198497031265826,1.7613002617433464,2006-07-01,MIL_2006
2007,NL,MIL,MIL,Milwaukee Brewers,162,83,79,801,776,4.41,231,25,5.44673737166631,1.6882490928583902,2007-07-01,MIL_2007
2008,NL,MIL,MIL,Milwaukee Brewers,162,90,72,750,689,3.85,198,61,5.293304824724492,1.5789787049493917,2008-07-01,MIL_2008
2009,NL,MIL,MIL,Milwaukee Brewers,162,80,82,785,818,4.83,182,-33,5.209486152841421,1.763017000362401,2009-07-01,MIL_2009
2010,NL,MIL,MIL,Milwaukee Brewers,162,77,85,750,804,4.58,182,-54,5.209486152841421,1.7191887763932197,2010-07-01,MIL_2010
2011,NL,MIL,MIL,Milwaukee Brewers,162,96,66,721,638,3.63,185,83,5.225746673713202,1.5325568680981427,2011-07-01,MIL_2011
2012,NL,MIL,MIL,Milwaukee Brewers,162,83,79,776,733,4.22,202,43,5.313205979041787,1.6524974018945473,2012-07-01,MIL_2012
2013,NL,MIL,MIL,Milwaukee Brewers,162,74,88,640,687,3.84,157,-47,5.062595033026967,1.5769147207285403,2013-07-01,MIL_2013
2014,NL,MIL,MIL,Milwaukee Brewers,162,82,80,650,657,3.67,150,-7,5.017279836814924,1.541159071680806,2014-07-01,MIL_2014
2015,NL,MIL,MIL,Milwaukee Brewers,162,68,94,655,737,4.28,145,-82,4.983606621708336,1.6639260977181702,2015-07-01,MIL_2015
2016,NL,MIL,MIL,Milwaukee Brewers,162,73,89,671,733,4.08,194,-62,5.272999558563747,1.6253112615903906,2016-07-01,MIL_2016
2017,NL,MIL,MIL,Milwaukee Brewers,162,86,76,732,697,4.0,224,35,5.41610040220442,1.6094379124341003,2017-07-01,MIL_2017
2018,NL,MIL,MIL,Milwaukee Brewers,163,96,67,754,659,3.73,218,95,5.389071729816501,1.5539252025038417,2018-07-01,MIL_2018
2019,NL,MIL,MIL,Milwaukee Brewers,162,89,73,769,766,4.4,250,3,5.5254529391317835,1.6863989535702288,2019-07-01,MIL_2019
2000,AL,MIN,MIN,Minnesota Twins,162,69,93,748,880,5.14,116,-132,4.762173934797756,1.814824742159051,2000-07-01,MIN_2000
2001,AL,MIN,MIN,Minnesota Twins,162,85,77,771,766,4.51,164,5,5.10594547390058,1.706564623164823,2001-07-01,MIN_2001
2002,AL,MIN,MIN,Minnesota Twins,161,94,67,768,712,4.12,167,56,5.123963979403259,1.6331544390514163,2002-07-01,MIN_2002
2003,AL,MIN,MIN,Minnesota Twins,162,90,72,801,758,4.41,155,43,5.049856007249537,1.6882490928583902,2003-07-01,MIN_2003
2004,AL,MIN,MIN,Minnesota Twins,162,92,70,780,715,4.03,191,65,5.2574953720277815,1.6154199841116479,2004-07-01,MIN_2004
2005,AL,MIN,MIN,Minnesota Twins,162,83,79,688,662,3.71,134,26,4.90527477843843,1.5496879080283263,2005-07-01,MIN_2005
2006,AL,MIN,MIN,Minnesota Twins,162,96,66,801,683,3.95,143,118,4.969813299576001,1.599387576580599,2006-07-01,MIN_2006
2007,AL,MIN,MIN,Minnesota Twins,162,79,83,718,725,4.15,118,-7,4.77912349311153,1.6389967146756448,2007-07-01,MIN_2007
2008,AL,MIN,MIN,Minnesota Twins,163,88,75,829,745,4.16,111,84,4.718498871295094,1.6409365794934714,2008-07-01,MIN_2008
2009,AL,MIN,MIN,Minnesota Twins,163,87,76,817,765,4.5,172,52,5.153291594497779,1.7047480922384253,2009-07-01,MIN_2009
2010,AL,MIN,MIN,Minnesota Twins,162,94,68,781,671,3.95,142,110,4.962844630259907,1.599387576580599,2010-07-01,MIN_2010
2011,AL,MIN,MIN,Minnesota Twins,162,63,99,619,804,4.58,103,-185,4.6443908991413725,1.7191887763932197,2011-07-01,MIN_2011
2012,AL,MIN,MIN,Minnesota Twins,162,66,96,701,832,4.77,131,-131,4.882801922586371,1.7526720805200082,2012-07-01,MIN_2012
2013,AL,MIN,MIN,Minnesota Twins,162,66,96,614,788,4.55,151,-174,5.0238805208462765,1.713797927758343,2013-07-01,MIN_2013
2014,AL,MIN,MIN,Minnesota Twins,162,70,92,715,777,4.57,128,-62,4.859812404361672,1.7173950539391927,2014-07-01,MIN_2014
2015,AL,MIN,MIN,Minnesota Twins,162,83,79,696,700,4.07,156,-4,5.056245805348308,1.623340817603092,2015-07-01,MIN_2015
2016,AL,MIN,MIN,Minnesota Twins,162,59,103,722,889,5.08,200,-167,5.303304908059076,1.8050046959780757,2016-07-01,MIN_2016
2017,AL,MIN,MIN,Minnesota Twins,162,85,77,815,788,4.59,206,27,5.332718793265369,1.7209792871670078,2017-07-01,MIN_2017
2018,AL,MIN,MIN,Minnesota Twins,162,78,84,738,775,4.5,166,-37,5.117993812416755,1.7047480922384253,2018-07-01,MIN_2018
2019,AL,MIN,MIN,Minnesota Twins,162,101,61,939,754,4.18,307,185,5.730099782973574,1.6448050562713916,2019-07-01,MIN_2019
2000,NL,NYN,NYM,New York Mets,162,94,68,807,738,4.16,198,69,5.293304824724492,1.6409365794934714,2000-07-01,NYN_2000
2001,NL,NYN,NYM,New York Mets,162,82,80,642,713,4.07,147,-71,4.997212273764115,1.623340817603092,2001-07-01,NYN_2001
2002,NL,NYN,NYM,New York Mets,161,75,86,690,703,3.89,160,-13,5.081404364984463,1.5871923034867808,2002-07-01,NYN_2002
2003,NL,NYN,NYM,New York Mets,161,66,95,642,754,4.48,124,-112,4.8283137373023015,1.7011051009599243,2003-07-01,NYN_2003
2004,NL,NYN,NYM,New York Mets,162,71,91,684,731,4.09,185,-47,5.225746673713202,1.6272778305624314,2004-07-01,NYN_2004
2005,NL,NYN,NYM,New York Mets,162,83,79,722,648,3.76,175,74,5.170483995038151,1.5602476682433286,2005-07-01,NYN_2005
2006,NL,NYN,NYM,New York Mets,162,97,65,834,731,4.14,200,103,5.303304908059076,1.6370530794670737,2006-07-01,NYN_2006
2007,NL,NYN,NYM,New York Mets,162,88,74,804,750,4.26,177,54,5.181783550292085,1.6601310267496185,2007-07-01,NYN_2007
2008,NL,NYN,NYM,New York Mets,162,89,73,799,715,4.07,172,84,5.153291594497779,1.623340817603092,2008-07-01,NYN_2008
2009,NL,NYN,NYM,New York Mets,162,70,92,671,757,4.45,95,-86,4.564348191467836,1.6956156086751528,2009-07-01,NYN_2009
2010,NL,NYN,NYM,New York Mets,162,79,83,656,652,3.7,128,4,4.859812404361672,1.547562508716013,2010-07-01,NYN_2010
2011,NL,NYN,NYM,New York Mets,162,77,85,718,742,4.19,108,-24,4.6913478822291435,1.6467336971777973,2011-07-01,NYN_2011
2012,NL,NYN,NYM,New York Mets,162,74,88,650,709,4.09,139,-59,4.941642422609304,1.6272778305624314,2012-07-01,NYN_2012
2013,NL,NYN,NYM,New York Mets,162,74,88,619,684,3.77,130,-65,4.875197323201151,1.5623463049002497,2013-07-01,NYN_2013
2014,NL,NYN,NYM,New York Mets,162,79,83,629,618,3.49,125,11,4.836281906951478,1.501852701754163,2014-07-01,NYN_2014
2015,NL,NYN,NYM,New York Mets,162,90,72,683,613,3.43,177,70,5.181783550292085,1.4883995840570443,2015-07-01,NYN_2015
2016,NL,NYN,NYM,New York Mets,162,87,75,671,617,3.57,218,54,5.389071729816501,1.5195132049061133,2016-07-01,NYN_2016
2017,NL,NYN,NYM,New York Mets,162,70,92,735,863,5.01,224,-128,5.41610040220442,1.7934247485471162,2017-07-01,NYN_2017
2018,NL,NYN,NYM,New York Mets,162,77,85,676,707,4.07,170,-31,5.14166355650266,1.623340817603092,2018-07-01,NYN_2018
2019,NL,NYN,NYM,New York Mets,162,86,76,791,737,4.24,242,54,5.493061443340548,1.6563214983329508,2019-07-01,NYN_2019
2000,AL,NYA,NYY,New York Yankees,161,87,74,871,814,4.76,205,57,5.327876168789581,1.7509374747078,2000-07-01,NYA_2000
2001,AL,NYA,NYY,New York Yankees,161,95,65,804,713,4.02,203,91,5.318119993844216,1.6134299337036377,2001-07-01,NYA_2001
2002,AL,NYA,NYY,New York Yankees,161,103,58,897,697,3.87,223,200,5.4116460518550396,1.5830939370944985,2002-07-01,NYA_2002
2003,AL,NYA,NYY,New York Yankees,163,101,61,877,716,4.02,230,161,5.442417710521793,1.6134299337036377,2003-07-01,NYA_2003
2004,AL,NYA,NYY,New York Yankees,162,101,61,897,808,4.69,242,89,5.493061443340548,1.7387102481382397,2004-07-01,NYA_2004
2005,AL,NYA,NYY,New York Yankees,162,95,67,886,789,4.52,229,97,5.438079308923196,1.7083778602890038,2005-07-01,NYA_2005
2006,AL,NYA,NYY,New York Yankees,162,97,65,930,767,4.41,210,163,5.351858133476067,1.6882490928583902,2006-07-01,NYA_2006
2007,AL,NYA,NYY,New York Yankees,162,94,68,968,777,4.49,201,191,5.308267697401205,1.7029282555214393,2007-07-01,NYA_2007
2008,AL,NYA,NYY,New York Yankees,162,89,73,789,727,4.28,180,62,5.198497031265826,1.6639260977181702,2008-07-01,NYA_2008
2009,AL,NYA,NYY,New York Yankees,162,103,59,915,753,4.26,244,162,5.501258210544727,1.6601310267496185,2009-07-01,NYA_2009
2010,AL,NYA,NYY,New York Yankees,162,95,67,859,693,4.06,201,166,5.308267697401205,1.6213664832993742,2010-07-01,NYA_2010
2011,AL,NYA,NYY,New York Yankees,162,97,65,867,657,3.73,222,210,5.407171771460119,1.5539252025038417,2011-07-01,NYA_2011
2012,AL,NYA,NYY,New York Yankees,162,95,67,804,668,3.84,245,136,5.5053315359323625,1.5769147207285403,2012-07-01,NYA_2012
2013,AL,NYA,NYY,New York Yankees,162,85,77,650,671,3.94,144,-21,4.976733742420574,1.597365331199831,2013-07-01,NYA_2013
2014,AL,NYA,NYY,New York Yankees,162,84,78,633,664,3.75,147,-31,4.997212273764115,1.55814461804655,2014-07-01,NYA_2014
2015,AL,NYA,NYY,New York Yankees,162,87,75,764,698,4.03,212,66,5.3612921657094255,1.6154199841116479,2015-07-01,NYA_2015
2016,AL,NYA,NYY,New York Yankees,162,84,78,680,702,4.16,183,-22,5.214935757608986,1.6409365794934714,2016-07-01,NYA_2016
2017,AL,NYA,NYY,New York Yankees,162,91,71,858,660,3.72,241,198,5.488937726156687,1.551808799597464,2017-07-01,NYA_2017
2018,AL,NYA,NYY,New York Yankees,162,100,62,851,669,3.78,267,182,5.5909869805108565,1.5644405465033644,2018-07-01,NYA_2018
2019,AL,NYA,NYY,New York Yankees,162,103,59,943,739,4.31,306,204,5.726847747587197,1.6695918352538475,2019-07-01,NYA_2019
2000,AL,OAK,OAK,Oakland Athletics,161,91,70,947,813,4.58,239,134,5.480638923341991,1.7191887763932197,2000-07-01,OAK_2000
2001,AL,OAK,OAK,Oakland Athletics,162,102,60,884,645,3.59,199,239,5.298317366548036,1.5238800240724537,2001-07-01,OAK_2001
2002,AL,OAK,OAK,Oakland Athletics,162,103,59,800,654,3.68,205,146,5.327876168789581,1.5432981099295553,2002-07-01,OAK_2002
2003,AL,OAK,OAK,Oakland Athletics,162,96,66,768,643,3.63,176,125,5.176149732573829,1.5325568680981427,2003-07-01,OAK_2003
2004,AL,OAK,OAK,Oakland Athletics,162,91,71,793,742,4.17,189,51,5.247024072160486,1.6428726885203377,2004-07-01,OAK_2004
2005,AL,OAK,OAK,Oakland Athletics,162,88,74,772,658,3.69,155,114,5.049856007249537,1.5454325824581878,2005-07-01,OAK_2005
2006,AL,OAK,OAK,Oakland Athletics,162,93,69,771,727,4.21,175,44,5.170483995038151,1.6505798557652755,2006-07-01,OAK_2006
2007,AL,OAK,OAK,Oakland Athletics,162,76,86,741,758,4.28,171,-17,5.147494476813453,1.6639260977181702,2007-07-01,OAK_2007
2008,AL,OAK,OAK,Oakland Athletics,161,75,86,646,690,4.01,125,-44,4.836281906951478,1.6114359150967734,2008-07-01,OAK_2008
2009,AL,OAK,OAK,Oakland Athletics,162,75,87,759,761,4.26,135,-2,4.912654885736052,1.6601310267496185,2009-07-01,OAK_2009
2010,AL,OAK,OAK,Oakland Athletics,162,81,81,663,626,3.56,109,37,4.700480365792417,1.5173226235262949,2010-07-01,OAK_2010
2011,AL,OAK,OAK,Oakland Athletics,162,74,88,645,679,3.71,114,-34,4.74493212836325,1.5496879080283263,2011-07-01,OAK_2011
2012,AL,OAK,OAK,Oakland Athletics,162,94,68,713,614,3.48,195,99,5.278114659230517,1.4996230464268938,2012-07-01,OAK_2012
2013,AL,OAK,OAK,Oakland Athletics,162,96,66,767,625,3.56,186,142,5.231108616854587,1.5173226235262949,2013-07-01,OAK_2013
2014,AL,OAK,OAK,Oakland Athletics,162,88,74,729,572,3.22,146,157,4.990432586778736,1.4398351280479207,2014-07-01,OAK_2014
2015,AL,OAK,OAK,Oakland Athletics,162,68,94,694,729,4.14,146,-35,4.990432586778736,1.6370530794670737,2015-07-01,OAK_2015
2016,AL,OAK,OAK,Oakland Athletics,162,69,93,653,761,4.51,169,-108,5.135798437050262,1.706564623164823,2016-07-01,OAK_2016
2017,AL,OAK,OAK,Oakland Athletics,162,75,87,739,826,4.67,234,-87,5.459585514144159,1.7351891177396608,2017-07-01,OAK_2017
2018,AL,OAK,OAK,Oakland Athletics,162,97,65,813,674,3.81,227,139,5.429345628954441,1.57069708411767,2018-07-01,OAK_2018
2019,AL,OAK,OAK,Oakland Athletics,162,97,65,845,680,3.97,257,165,5.552959584921617,1.6034198401085376,2019-07-01,OAK_2019
2000,NL,PHI,PHI,Philadelphia Phillies,162,65,97,708,830,4.77,144,-122,4.976733742420574,1.7526720805200082,2000-07-01,PHI_2000
2001,NL,PHI,PHI,Philadelphia Phillies,162,86,76,746,719,4.15,164,27,5.10594547390058,1.6389967146756448,2001-07-01,PHI_2001
2002,NL,PHI,PHI,Philadelphia Phillies,161,80,81,710,724,4.17,165,-14,5.111987788356544,1.6428726885203377,2002-07-01,PHI_2002
2003,NL,PHI,PHI,Philadelphia Phillies,162,86,76,791,697,4.04,166,94,5.117993812416755,1.6174060820832772,2003-07-01,PHI_2003
2004,NL,PHI,PHI,Philadelphia Phillies,162,86,76,840,781,4.45,215,59,5.375278407684165,1.6956156086751528,2004-07-01,PHI_2004
2005,NL,PHI,PHI,Philadelphia Phillies,162,88,74,807,726,4.21,167,81,5.123963979403259,1.6505798557652755,2005-07-01,PHI_2005
2006,NL,PHI,PHI,Philadelphia Phillies,162,85,77,865,812,4.6,216,53,5.37989735354046,1.7227665977411035,2006-07-01,PHI_2006
2007,NL,PHI,PHI,Philadelphia Phillies,162,89,73,892,821,4.73,213,71,5.365976015021851,1.7457155307266483,2007-07-01,PHI_2007
2008,NL,PHI,PHI,Philadelphia Phillies,162,92,70,799,680,3.88,214,119,5.3706380281276624,1.5851452198650557,2008-07-01,PHI_2008
2009,NL,PHI,PHI,Philadelphia Phillies,162,93,69,820,709,4.16,224,111,5.41610040220442,1.6409365794934714,2009-07-01,PHI_2009
